genf2w  # Results of search with w=2 r=6 test=0 testype=0 gentype=1   Test done: DELTA( 32 , 24 , 16 , 8 , 8 )
1
0
70 # number of generators defined
    2    6    3  702    6    1    4    2    3    0    2    1    1    0    0    3    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    3    4    2    3    3    1    1    0    2    0    0    0    0    0    0    0
    2    6    3  468    6    2    4    2    3    0    2    2    1    0    0    1    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    3    4    2    3    3    1    3    0    0    0    0    0    0    0    0    0
    2    6    3  468    6    3    4    2    3    0    2    3    1    1    0    0    0    0    0    0    0    0    0
    2    6    3  468    6    3    4    2    3    0    2    3    1    3    0    2    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    2    4    2    3    2    1    2    0    1    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    1    4    2    3    1    1    0    0    1    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    3    4    2    3    3    1    1    0    0    0    0    0    0    0    0    0
    2    6    3  468    6    3    4    2    3    0    2    3    1    0    0    1    0    0    0    0    0    0    0
    2    6    3  468    6    3    4    2    3    0    2    3    1    1    0    2    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    2    4    2    3    2    1    1    0    0    0    0    0    0    0    0    0
    2    6    3  468    6    1    4    2    3    0    2    1    1    0    0    1    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    1    4    2    3    1    1    1    0    0    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    3    4    2    3    3    1    1    0    0    0    0    0    0    0    0    0
    2    6    3  468    6    1    4    2    3    0    2    1    1    0    0    3    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    2    4    2    3    0    2    2    1    1    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    3    4    2    3    3    1    0    0    1    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    1    4    2    3    1    1    1    0    0    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    1    4    2    3    1    1    0    0    1    0    0    0    0    0    0    0
    2    6    3  702    6    1    4    2    3    0    2    1    1    0    0    1    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    3    4    2    3    3    1    0    0    3    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    1    4    2    3    1    1    0    0    3    0    0    0    0    0    0    0
    2    6    3  468    6    1    4    2    3    0    2    1    1    2    0    3    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    3    4    2    3    3    1    3    0    2    0    0    0    0    0    0    0
    2    6    3  702    6    2    4    2    3    0    2    2    1    2    0    3    0    0    0    0    0    0    0
    2    6    3  468    6    1    4    2    3    0    2    1    1    2    0    1    0    0    0    0    0    0    0
    2    6    3  702    6    1    4    2    3    0    2    1    1    2    0    3    0    0    0    0    0    0    0
    2    6    3  468    6    2    4    2    3    0    2    2    1    3    0    2    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    1    4    2    3    1    1    3    0    2    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    2    4    2    3    2    1    2    0    3    0    0    0    0    0    0    0
    2    6    3  702    6    2    4    2    3    0    2    2    1    0    0    3    0    0    0    0    0    0    0
    2    6    3  468    6    2    4    2    3    0    2    2    1    2    0    3    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    3    4    2    3    3    1    2    0    3    0    0    0    0    0    0    0
    2    6    3  702    6    1    4    2    3    0    2    1    1    3    0    0    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    3    4    2    3    3    1    1    0    2    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    2    4    2    3    2    1    3    0    0    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    1    4    2    3    1    1    0    0    3    0    0    0    0    0    0    0
    2    6    3  702    6    0    5    2    4    2    3    2    1    0    0    1    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    2    4    2    3    2    1    0    0    3    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    1    4    2    3    1    1    3    0    2    0    0    0    0    0    0    0
    2    6    3  468    6    2    4    2    3    0    2    2    1    2    0    1    0    0    0    0    0    0    0
    2    6    3  468    6    0    5    2    4    2    3    0    2    2    1    3    0    0    0    0    0    0    0
